file	quality_manual	coverage	spikiness	evenness.mean	evenness.med	end	background	reads.per.mb.bpr	coverage.bpr	gene
blm-4-200uv-f04-r5-c2_S177_.processed.bam	E	0.001171918	0.486444599	0.254072894	0.249375931	se	0.075933372	12	0.1	BLM
blm-4-200uv-f04-r5-c4_S179_.processed.bam	E	0.000891243	0.50061674	0.248990035	0.241859168	se	0.055592992	9	0.08	BLM
blm-4-200uv-f04-r5-c6_S181_.processed.bam	E	0.001129254	0.453055707	0.245182152	0.240734283	se	0.060649248	12	0.1	BLM
recql1-1-100uv-f05-r4-c2_S219_.processed.bam	E	0.000889069	0.490571121	0.25802144	0.25514053	se	0.049290351	10	0.08	RECQL1
recql1-1-100uv-f05-r4-c5_S222_.processed.bam	E	0.001281987	0.422230894	0.249885606	0.247254299	se	0.04565984	14	0.12	RECQL1
recql1-1-100uv-f05-r5-c3_S227_.processed.bam	E	0.001517965	0.397158205	0.257376045	0.256347833	se	0.036649215	17	0.14	RECQL1
recql1-1-100uv-f05-r6-c1_S232_.processed.bam	E	0.002253105	0.229940543	0.222390555	0.222223164	se	0.021544715	29	0.21	RECQL1
recql1-1-200uv-f06-r1-c5_S250_.processed.bam	E	0.001237718	0.429822674	0.255636815	0.252382684	se	0.028488971	14	0.11	RECQL1
recql1-1-200uv-f06-r1-c6_S251_.processed.bam	E	0.000608967	0.558685846	0.254409896	0.240322739	se	0.5	4	0.06	RECQL1
recql1-1-200uv-f06-r2-c2_S254_.processed.bam	E	0.000725035	0.593447828	0.240602691	0.227005502	se	0.156882851	7	0.07	RECQL1
recql1-1-200uv-f06-r3-c3_S262_.processed.bam	E	0.000527371	0.658463833	0.264512612	0.259227192	se	0.05625086	5	0.05	RECQL1
recql1-1-200uv-f06-r3-c4_S263_.processed.bam	E	0.002474385	0.297301926	0.261521112	0.26020901	se	0.043590701	29	0.23	RECQL1
recql1-1-200uv-f06-r5-c3_S276_.processed.bam	E	0.001369683	0.425888987	0.256029352	0.254383525	se	0.035985269	15	0.12	RECQL1
recql1-1-200uv-f06-r6-c1_S281_.processed.bam	E	0.001966855	0.269056614	0.235706228	0.234726358	se	0.022921331	26	0.18	RECQL1
recql1-1-200uv-f06-r6-c2_S282_.processed.bam	E	0.001110161	0.469542913	0.262959198	0.262057184	se	0.033322952	13	0.1	RECQL1
recql5-wrn-1-100uv-f07-r1-c5_S299_.processed.bam	E	0.001428123	0.467251395	0.245991561	0.239293484	se	0.065987066	14	0.13	WRN/RECQL5
recql5-wrn-1-100uv-f07-r1-c6_S300_.processed.bam	E	0.001477035	0.443661332	0.254550615	0.25159927	se	0.128833941	16	0.13	WRN/RECQL5
recql5-wrn-1-100uv-f07-r2-c3_S304_.processed.bam	E	0.002462455	0.400688699	0.250902445	0.244323149	se	0.054890169	25	0.22	WRN/RECQL5
recql5-wrn-1-100uv-f07-r2-c4_S305_.processed.bam	E	0.000915032	0.449443517	0.258390177	0.255976091	se	0.055636896	11	0.09	WRN/RECQL5
recql5-wrn-1-100uv-f07-r2-c6_S307_.processed.bam	E	0.001703549	0.421925954	0.251726854	0.24922223	se	0.060071414	18	0.15	WRN/RECQL5
recql5-wrn-1-100uv-f07-r4-c1_S316_.processed.bam	E	0.002102127	0.413211199	0.24289289	0.235566251	se	0.051195586	21	0.19	WRN/RECQL5
recql5-wrn-1-100uv-f07-r4-c6_S321_.processed.bam	E	0.002517856	0.362650809	0.254183879	0.252926506	se	0.041651943	28	0.22	WRN/RECQL5
recql5-wrn-1-100uv-f07-r5-c1_S323_.processed.bam	E	0.001439644	0.434514143	0.257939765	0.255364244	se	0.08919304	16	0.13	WRN/RECQL5
recql5-wrn-1-200uv-f08-r1-c5_S348_.processed.bam	E	0.002165951	0.35793638	0.252148353	0.249522777	se	0.075690043	24	0.19	WRN/RECQL5
recql5-wrn-1-200uv-f08-r2-c2_S352_.processed.bam	E	0.001986065	0.482139853	0.237084621	0.22503104	se	0.120578778	18	0.17	WRN/RECQL5
recql5-wrn-1-200uv-f08-r3-c3_S360_.processed.bam	E	0.001659315	0.433153742	0.250841702	0.245468024	se	0.072621868	17	0.14	WRN/RECQL5
recql5-wrn-1-200uv-f08-r3-c4_S361_.processed.bam	E	0.001756793	0.48218681	0.231567079	0.222815682	se	0.106496273	16	0.15	WRN/RECQL5
recql5-wrn-1-200uv-f08-r4-c2_S366_.processed.bam	E	0.003013254	0.420421031	0.242734441	0.234809345	se	0.141381092	29	0.26	WRN/RECQL5
recql5-wrn-1-200uv-f08-r5-c5_S376_.processed.bam	E	0.002411477	0.536834521	0.243558085	0.232618599	se	0.128867694	22	0.21	WRN/RECQL5
recql5-wrn-6-100uv-f09-r1-c5_S397_.processed.bam	E	0.004047483	0.557862031	0.242620634	0.218719842	se	0.142322097	30	0.34	WRN/RECQL5
wrn-1-100uv-f11-r1-c1_S491_.processed.bam	E	0.0020129	0.482925525	0.227406188	0.216737604	se	0.261865112	18	0.17	WRN
wrn-1-100uv-f11-r6-c3_S528_.processed.bam	E	0.000762859	0.492064602	0.24251126	0.236766335	se	0.057486282	8	0.07	WRN
wrn-1-200uv-f12-r1-c1_S540_.processed.bam	E	0.002477249	0.425633904	0.253684166	0.251040096	se	0.086270942	26	0.21	WRN
wrn-1-200uv-f12-r4-c5_S565_.processed.bam	E	0.002431173	0.40368101	0.252531424	0.250211006	se	0.060754717	25	0.21	WRN
