file	RPM
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f3-r5-c2_S341_.trimmed.mdup.bam	403
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f3-r6-c3_S347_.trimmed.mdup.bam	61
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f3-r6-c4_S348_.trimmed.mdup.bam	7
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r2-c2_S351_.trimmed.mdup.bam	231
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r2-c3_S352_.trimmed.mdup.bam	297
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r2-c4_S353_.trimmed.mdup.bam	229
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r2-c5_S354_.trimmed.mdup.bam	250
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r2-c6_S355_.trimmed.mdup.bam	254
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r3-c2_S356_.trimmed.mdup.bam	267
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r3-c3_S357_.trimmed.mdup.bam	50
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r3-c4_S358_.trimmed.mdup.bam	58
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r3-c5_S359_.trimmed.mdup.bam	197
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r3-c6_S360_.trimmed.mdup.bam	230
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r4-c2_S361_.trimmed.mdup.bam	2
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r4-c3_S362_.trimmed.mdup.bam	92
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r4-c4_S363_.trimmed.mdup.bam	98
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r4-c5_S364_.trimmed.mdup.bam	212
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r4-c6_S365_.trimmed.mdup.bam	244
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r5-c3_S367_.trimmed.mdup.bam	3
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r5-c4_S368_.trimmed.mdup.bam	299
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r5-c6_S370_.trimmed.mdup.bam	92
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r6-c2_S371_.trimmed.mdup.bam	179
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r6-c4_S373_.trimmed.mdup.bam	193
April_29_2021_NextSeq_na12878-fdu-h5r1-ke-single-f4-r6-c5_S374_.trimmed.mdup.bam	105
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r1-c1_S246_.trimmed.mdup.bam	30
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r1-c2_S247_.trimmed.mdup.bam	34
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r1-c3_S248_.trimmed.mdup.bam	33
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r1-c4_S249_.trimmed.mdup.bam	24
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r1-c6_S251_.trimmed.mdup.bam	26
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r1-c7_S252_.trimmed.mdup.bam	31
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r2-c2_S254_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r2-c3_S255_.trimmed.mdup.bam	36
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r2-c4_S256_.trimmed.mdup.bam	26
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r2-c5_S257_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r2-c6_S258_.trimmed.mdup.bam	47
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r2-c7_S259_.trimmed.mdup.bam	17
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r3-c1_S260_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r3-c2_S261_.trimmed.mdup.bam	10
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r3-c3_S262_.trimmed.mdup.bam	2
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r3-c4_S263_.trimmed.mdup.bam	16
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r3-c5_S264_.trimmed.mdup.bam	24
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r3-c6_S265_.trimmed.mdup.bam	30
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r3-c7_S266_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r4-c2_S268_.trimmed.mdup.bam	20
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r4-c3_S269_.trimmed.mdup.bam	24
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r4-c4_S270_.trimmed.mdup.bam	32
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r4-c5_S271_.trimmed.mdup.bam	30
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r4-c6_S272_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r4-c7_S273_.trimmed.mdup.bam	4
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r5-c2_S275_.trimmed.mdup.bam	6
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r5-c3_S276_.trimmed.mdup.bam	37
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r5-c4_S277_.trimmed.mdup.bam	21
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r5-c5_S278_.trimmed.mdup.bam	18
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r5-c6_S279_.trimmed.mdup.bam	8
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r5-c7_S280_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r6-c1_S281_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r6-c2_S282_.trimmed.mdup.bam	18
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r6-c3_S283_.trimmed.mdup.bam	29
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r6-c4_S284_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r6-c6_S286_.trimmed.mdup.bam	10
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r6-c7_S287_.trimmed.mdup.bam	10
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r7-c1_S288_.trimmed.mdup.bam	39
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r7-c2_S289_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r7-c3_S290_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r7-c4_S291_.trimmed.mdup.bam	7
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r7-c5_S292_.trimmed.mdup.bam	21
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f10-r7-c6_S293_.trimmed.mdup.bam	19
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r1-c2_S296_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r1-c3_S297_.trimmed.mdup.bam	9
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r1-c4_S298_.trimmed.mdup.bam	10
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r1-c5_S299_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r1-c6_S300_.trimmed.mdup.bam	20
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r1-c7_S301_.trimmed.mdup.bam	20
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r2-c1_S302_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r2-c2_S303_.trimmed.mdup.bam	19
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r2-c3_S304_.trimmed.mdup.bam	18
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r2-c4_S305_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r2-c6_S307_.trimmed.mdup.bam	29
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r2-c7_S308_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r3-c1_S309_.trimmed.mdup.bam	6
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r3-c2_S310_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r3-c3_S311_.trimmed.mdup.bam	1
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r3-c4_S312_.trimmed.mdup.bam	18
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r3-c5_S313_.trimmed.mdup.bam	46
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r3-c6_S314_.trimmed.mdup.bam	17
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r3-c7_S315_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r4-c1_S316_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r4-c2_S317_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r4-c3_S318_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r4-c4_S319_.trimmed.mdup.bam	35
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r4-c5_S320_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r4-c6_S321_.trimmed.mdup.bam	21
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r4-c7_S322_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r5-c2_S324_.trimmed.mdup.bam	8
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r5-c3_S325_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r5-c4_S326_.trimmed.mdup.bam	32
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r5-c5_S327_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r5-c6_S328_.trimmed.mdup.bam	16
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r5-c7_S329_.trimmed.mdup.bam	7
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r6-c1_S330_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r6-c2_S331_.trimmed.mdup.bam	31
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r6-c3_S332_.trimmed.mdup.bam	26
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r6-c4_S333_.trimmed.mdup.bam	18
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r6-c5_S334_.trimmed.mdup.bam	29
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r6-c6_S335_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r7-c1_S337_.trimmed.mdup.bam	36
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r7-c2_S338_.trimmed.mdup.bam	33
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r7-c4_S340_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-fix-single-f11-r7-c5_S341_.trimmed.mdup.bam	10
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r1-c1_S50_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r1-c2_S51_.trimmed.mdup.bam	9
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r1-c4_S53_.trimmed.mdup.bam	17
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r1-c5_S54_.trimmed.mdup.bam	17
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r1-c7_S56_.trimmed.mdup.bam	20
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r2-c2_S58_.trimmed.mdup.bam	9
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r2-c3_S59_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r2-c4_S60_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r2-c6_S62_.trimmed.mdup.bam	18
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r3-c1_S64_.trimmed.mdup.bam	9
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r3-c2_S65_.trimmed.mdup.bam	8
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r3-c3_S66_.trimmed.mdup.bam	0
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r3-c4_S67_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r3-c5_S68_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r3-c6_S69_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r3-c7_S70_.trimmed.mdup.bam	9
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r4-c1_S71_.trimmed.mdup.bam	8
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r4-c2_S72_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r4-c3_S73_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r4-c4_S74_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r4-c6_S76_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r4-c7_S77_.trimmed.mdup.bam	6
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r5-c2_S79_.trimmed.mdup.bam	9
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r5-c3_S80_.trimmed.mdup.bam	10
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r5-c4_S81_.trimmed.mdup.bam	9
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r5-c5_S82_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r5-c6_S83_.trimmed.mdup.bam	6
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r5-c7_S84_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r6-c1_S85_.trimmed.mdup.bam	8
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r6-c2_S86_.trimmed.mdup.bam	10
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r6-c4_S88_.trimmed.mdup.bam	9
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r6-c5_S89_.trimmed.mdup.bam	7
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r6-c6_S90_.trimmed.mdup.bam	1
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r6-c7_S91_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r7-c1_S92_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r7-c2_S93_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r7-c3_S94_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r7-c4_S95_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-single-f6-r7-c5_S96_.trimmed.mdup.bam	17
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r1-c1_S99_.trimmed.mdup.bam	25
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r1-c2_S100_.trimmed.mdup.bam	26
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r1-c3_S101_.trimmed.mdup.bam	11
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r1-c4_S102_.trimmed.mdup.bam	23
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r1-c5_S103_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r1-c6_S104_.trimmed.mdup.bam	17
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r1-c7_S105_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r2-c1_S106_.trimmed.mdup.bam	7
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r2-c2_S107_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r2-c3_S108_.trimmed.mdup.bam	25
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r2-c4_S109_.trimmed.mdup.bam	21
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r2-c5_S110_.trimmed.mdup.bam	24
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r2-c6_S111_.trimmed.mdup.bam	26
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r2-c7_S112_.trimmed.mdup.bam	18
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r3-c1_S113_.trimmed.mdup.bam	5
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r3-c2_S114_.trimmed.mdup.bam	20
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r3-c3_S115_.trimmed.mdup.bam	3
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r3-c5_S117_.trimmed.mdup.bam	32
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r3-c6_S118_.trimmed.mdup.bam	32
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r3-c7_S119_.trimmed.mdup.bam	21
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r4-c1_S120_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r4-c2_S121_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r4-c3_S122_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r4-c4_S123_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r4-c5_S124_.trimmed.mdup.bam	28
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r4-c7_S126_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r5-c2_S128_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r5-c3_S129_.trimmed.mdup.bam	35
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r5-c4_S130_.trimmed.mdup.bam	17
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r5-c5_S131_.trimmed.mdup.bam	17
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r5-c6_S132_.trimmed.mdup.bam	10
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r5-c7_S133_.trimmed.mdup.bam	21
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r6-c2_S135_.trimmed.mdup.bam	13
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r6-c3_S136_.trimmed.mdup.bam	25
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r6-c4_S137_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r6-c5_S138_.trimmed.mdup.bam	24
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r6-c7_S140_.trimmed.mdup.bam	35
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r7-c1_S141_.trimmed.mdup.bam	37
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r7-c2_S142_.trimmed.mdup.bam	3
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r7-c3_S143_.trimmed.mdup.bam	8
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r7-c5_S145_.trimmed.mdup.bam	24
Dec_4_2020_NextSeq_na12878-h3-h5-single-f7-r7-c6_S146_.trimmed.mdup.bam	32
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r1-c2_S198_.trimmed.mdup.bam	47
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r1-c3_S199_.trimmed.mdup.bam	44
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r1-c4_S200_.trimmed.mdup.bam	44
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r1-c5_S201_.trimmed.mdup.bam	41
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r1-c6_S202_.trimmed.mdup.bam	52
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r1-c7_S203_.trimmed.mdup.bam	33
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r2-c1_S204_.trimmed.mdup.bam	38
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r2-c2_S205_.trimmed.mdup.bam	7
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r2-c3_S206_.trimmed.mdup.bam	28
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r2-c4_S207_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r2-c5_S208_.trimmed.mdup.bam	3
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r2-c6_S209_.trimmed.mdup.bam	48
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r2-c7_S210_.trimmed.mdup.bam	34
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r3-c1_S211_.trimmed.mdup.bam	18
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r3-c2_S212_.trimmed.mdup.bam	33
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r3-c3_S213_.trimmed.mdup.bam	3
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r3-c4_S214_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r3-c5_S215_.trimmed.mdup.bam	42
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r3-c6_S216_.trimmed.mdup.bam	46
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r3-c7_S217_.trimmed.mdup.bam	35
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r4-c1_S218_.trimmed.mdup.bam	40
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r4-c2_S219_.trimmed.mdup.bam	26
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r4-c3_S220_.trimmed.mdup.bam	31
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r4-c4_S221_.trimmed.mdup.bam	50
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r4-c5_S222_.trimmed.mdup.bam	36
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r4-c6_S223_.trimmed.mdup.bam	34
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r4-c7_S224_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r5-c2_S226_.trimmed.mdup.bam	15
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r5-c3_S227_.trimmed.mdup.bam	34
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r5-c4_S228_.trimmed.mdup.bam	52
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r5-c5_S229_.trimmed.mdup.bam	20
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r5-c6_S230_.trimmed.mdup.bam	8
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r5-c7_S231_.trimmed.mdup.bam	19
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r6-c1_S232_.trimmed.mdup.bam	29
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r6-c2_S233_.trimmed.mdup.bam	44
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r6-c3_S234_.trimmed.mdup.bam	54
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r6-c4_S235_.trimmed.mdup.bam	22
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r6-c5_S236_.trimmed.mdup.bam	14
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r6-c6_S237_.trimmed.mdup.bam	6
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r6-c7_S238_.trimmed.mdup.bam	36
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r7-c1_S239_.trimmed.mdup.bam	37
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r7-c2_S240_.trimmed.mdup.bam	30
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r7-c3_S241_.trimmed.mdup.bam	20
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r7-c4_S242_.trimmed.mdup.bam	3
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r7-c5_S243_.trimmed.mdup.bam	45
Dec_4_2020_NextSeq_na12878-m1-h3-h5-fix-single-f9-r7-c6_S244_.trimmed.mdup.bam	31
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r1-c1_S1_.trimmed.mdup.bam	40
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r1-c2_S2_.trimmed.mdup.bam	35
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r1-c3_S3_.trimmed.mdup.bam	16
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r1-c4_S4_.trimmed.mdup.bam	31
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r1-c6_S6_.trimmed.mdup.bam	19
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r1-c7_S7_.trimmed.mdup.bam	26
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r2-c1_S8_.trimmed.mdup.bam	35
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r2-c2_S9_.trimmed.mdup.bam	12
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r2-c3_S10_.trimmed.mdup.bam	32
Dec_4_2020_NextSeq_na12878-m1-h3-h5-single-f5-r2-c5_S12_.trimmed.mdup.bam	28
